categoria_slug,nombre
cjtt,Impresos de pagares
cjtt,Impresos de seguridad
cjtt,Impresos de sobres
cjtt,Impresos de tarjetas
cjtt,Impresos en acetatos
cjtt,Impresos en electrostaticos
cjtt,Impresos en gran formato
cjtt,Impresos en plasticos
cjtt,Impresos en sulfatados
cjtt,Impresos inteligentes
cjtt,Impresos publicitarios en 3d
cjtt,Impresos textiles
cjtt,Impresos textiles de ropa en corte
gb7c,Ventilador
gb7c,Ventilador de aire para motor
gb7c,Ventilador de extractores para gabinetes de pared
gb7c,Ventilador de extractores para gabinetes de pared ventisilva
gb7c,Ventilador de gravedad
gb7c,Ventilador de mesa
gb7c,Ventilador de muro
gb7c,Ventilador de pared
gb7c,Ventilador de pedestal
gb7c,Ventilador de piso
gb7c,Ventilador de polipropileno de alto impacto
gb7c,Ventilador de techo industrial
gb7c,Ventilador de techo tipo industrial
gb7c,Ventilador de torre
gb7c,Ventilador neonatal
gb7c,Ventilador para espacios reducidos
gb7c,Ventilador portatil
gb7c,Ventilador pulmonar
gb7c,Ventilador tubular con rotor centrifugo
gb7c,Ventilador y bobinas
bqlc,Leds
bqlc,Leds bicolor
bqlc,Leds brillantes
bqlc,Leds claros
bqlc,Leds de luz solar
bqlc,Leds de montaje superficial
bqlc,Leds de potencia
bqlc,Leds decorativos
bqlc,Leds difusos
bqlc,Leds indicadores
bqlc,Leds infrarrojos
bqlc,Leds intermitentes
bqlc,Leds jumbo
bqlc,Leds para iluminacion
bqlc,Leds para relevadores
bqlc,Leds para semaforos
bqlc,Leds para señalizacion
bqlc,Leds piraña
bqlc,Leds rectangulares
bqlc,Leds rgb
c8tl,Carpas
c8tl,Carpas a cuatro aguas
c8tl,Carpas arabes
c8tl,Carpas de aluminio
c8tl,Carpas funerarias
c8tl,Carpas impresas
c8tl,Carpas industriales
c8tl,Carpas inflables
c8tl,Carpas militares
c8tl,Carpas modulares
c8tl,Carpas para circos
c8tl,Carpas para eventos al aire libre
c8tl,Carpas para fiestas
c8tl,Carpas para jardin
c8tl,Carpas playeras
c8tl,Carpas plegables para exteriores
c8tl,Carpas plegables para fiestas
c8tl,Carpas publicitarias
c8tl,Carpas publicitarias con estructura
c8tl,Carpas transparentes
4tdq,Elastomeros
4tdq,Elastomeros (hules sinteticos)
4tdq,Elastomeros (vease tambien: hules sinteticos)
4tdq,Elastomeros con diferentes durezas y objetivos
4tdq,Elastomeros de caucho
4tdq,Elastomeros de poliolefina
4tdq,Elastomeros de poliurea
4tdq,Elastomeros de poliuretano
4tdq,Elastomeros de silicona
4tdq,Elastomeros de siliconas
4tdq,Elastomeros de uretano
4tdq,Elastomeros de uretanos
4tdq,Elastomeros especiales
4tdq,Elastomeros flexibles
4tdq,Elastomeros industriales
4tdq,Elastomeros para asfalto
4tdq,Elastomeros personalizados
4tdq,Elastomeros reforzados
4tdq,Elastomeros sinteticos
4tdq,Elastomeros termoplasticos
dsjq,Persulfato
dsjq,Persulfato cosmetico
dsjq,Persulfato de amonio
dsjq,Persulfato de amonio acs
dsjq,Persulfato de amonio grado alimentario
dsjq,Persulfato de amonio grado azul
dsjq,Persulfato de amonio grado cosmetico
dsjq,Persulfato de amonio grado estandar
dsjq,Persulfato de amonio industrial
dsjq,Persulfato de amonio puro
dsjq,Persulfato de amonio q.p.
dsjq,Persulfato de amonio ra
dsjq,"Persulfato de amonio, r.a."
dsjq,Persulfato de potasio
dsjq,Persulfato de potasio acs
dsjq,Persulfato de potasio grado analitico
dsjq,Persulfato de potasio grado reactivo
dsjq,Persulfato de sodio
dsjq,Persulfato de sodio (peroxidisulfato de sodio)
dsjq,Persulfato grado estandar
mncn,Mezcladora
mncn,Mezcladora biconica horizontal
mncn,Mezcladora biconica vertical
mncn,Mezcladora co2
mncn,Mezcladora continua true weigh
mncn,Mezcladora de abrasivo
mncn,Mezcladora de capa anular
mncn,Mezcladora de control de extrusion
mncn,Mezcladora de doble brazo
mncn,Mezcladora de doble sigma
mncn,Mezcladora de helicoidales
mncn,Mezcladora de lubricantes
mncn,Mezcladora de terminados sanitarios
mncn,Mezcladora de tubos de sangre
mncn,Mezcladora monomando de pared
mncn,Mezcladora sigma
mncn,Mezcladora sigma para trabajo pesado
mncn,Mezcladora tipo bar para fregadero
mncn,Mezcladora tipo cono
mncn,Mezcladora tipo vagonet volcable
bcjm,Estetoscopios
bcjm,Estetoscopios cardiologicos
bcjm,Estetoscopios clasicos
bcjm,Estetoscopios de doble campana
bcjm,Estetoscopios doble capsula
bcjm,Estetoscopios dobles
bcjm,Estetoscopios electronicos
bcjm,Estetoscopios en aluminio
bcjm,Estetoscopios esofagicos
bcjm,Estetoscopios neonatales
bcjm,Estetoscopios neonatales dobles
bcjm,Estetoscopios para adulto
bcjm,Estetoscopios para mecanicos
bcjm,Estetoscopios para prematuros
bcjm,Estetoscopios pediatricos
bcjm,Estetoscopios pediatricos dobles
bcjm,Estetoscopios profesionales
bcjm,Estetoscopios rappaport
bcjm,Estetoscopios simples
bcjm,Estetoscopios veterinarios
mn0q,Abrazadera
mn0q,Abrazadera antisismica
mn0q,Abrazadera de alambre para accesorios de medida y ensayo
mn0q,Abrazadera de banda v
mn0q,Abrazadera de bronce ligera
mn0q,Abrazadera de conexion a tierra
mn0q,Abrazadera de fierro fundido
mn0q,Abrazadera de pellizco
mn0q,Abrazadera doble para malla ciclon
mn0q,Abrazadera dos orejas
mn0q,Abrazadera para equipo electrico
mn0q,Abrazadera para guadaña
mn0q,Abrazadera para piedra
mn0q,Abrazadera para repisa extra
mn0q,Abrazadera para ultrasonidos
mn0q,Abrazadera solera de doble tornillo
mn0q,Abrazadera tipo columpio
mn0q,Abrazadera tipo mordaza dentada
mn0q,Abrazadera tipo pata de cabra
mn0q,Abrazadera toma domiciliaria
dyr1,Silicon
dyr1,Silicon blanco
dyr1,Silicon ciclico
dyr1,Silicon de carburo
dyr1,Silicon en barra
dyr1,Silicon en frio
dyr1,Silicon en polvo para tabletas
dyr1,Silicon en spray tipo mig
dyr1,Silicon liquido
dyr1,Silicon masterbatch
dyr1,Silicon para centrifugado
dyr1,Silicon para fabricacion de moldes
dyr1,Silicon para medallones
dyr1,Silicon para moldes
dyr1,Silicon para muebles
dyr1,Silicon para parabrisas
dyr1,Silicon para rotativas
dyr1,Silicon rojo
dyr1,Silicon sellador
dyr1,Silicon translucido
mnfp,Polimero
mnfp,Polimero antiadherente ptfe
mnfp,Polimero de butadieno acido nitrilo
mnfp,Polimero de butadieno acrilonitrilo
mnfp,Polimero de carboxivinilo
mnfp,Polimero de cloropreno
mnfp,Polimero de estireno butadieno
mnfp,Polimero de etileno clorosulfonado
mnfp,Polimero de fluorocarbono
mnfp,Polimero de isopreno
mnfp,Polimero de nylon
mnfp,Polimero de poliester
mnfp,Polimero de polisulfuro liquido lp
mnfp,Polimero de siloxano
mnfp,Polimero expandible
mnfp,Polimero glicoxalico reactivo
mnfp,Polimero para elaborar sellos
mnfp,Polimero para perforacion
mnfp,Polimero para pulido de pisos
mnfp,Polimero seco
4cnt,Hielo
4cnt,Hielo cilindrico
4cnt,Hielo de agua purificada
4cnt,Hielo embolsado
4cnt,Hielo en barra
4cnt,Hielo en cubos
4cnt,Hielo en rolitos
4cnt,Hielo frappe
4cnt,Hielo industrializado
4cnt,Hielo molido
4cnt,Hielo picado
4cnt,Hielo rol
4cnt,Hielo seco
4cnt,Hielo seco aseptico
4cnt,Hielo seco en nugget
4cnt,Hielo seco en pellet
4cnt,Hielo seco en placas
4cnt,Hielo seco grado alimenticio
4cnt,Hielo seco para limpieza industrial
4cnt,Hielo seco tipo arroz
4n0t,Tabiques
4n0t,Tabiques aislantes
4n0t,Tabiques antiacidos
4n0t,Tabiques coloniales
4n0t,Tabiques de barro
4n0t,Tabiques de demolicion
4n0t,Tabiques de porcelana
4n0t,Tabiques de yeso prefabricados
4n0t,Tabiques estructurales
4n0t,Tabiques huecos
4n0t,Tabiques industriales
4n0t,Tabiques ligeros
4n0t,Tabiques para escuelas
4n0t,Tabiques perforados
4n0t,Tabiques pesados
4n0t,Tabiques recocho
4n0t,Tabiques refractarios
4n0t,Tabiques refractarios para asadores
4n0t,Tabiques rojos
4n0t,Tabiques rusticos
cvpp,Textiles
cvpp,Textiles ahulados
cvpp,Textiles aislantes
cvpp,Textiles con acabados especiales
cvpp,Textiles con sublimacion
cvpp,Textiles de filamentos de poliester absorbentes al agua
cvpp,Textiles dermatologicos
cvpp,Textiles no tejidos
cvpp,Textiles non woven
cvpp,Textiles para hospitales
cvpp,Textiles para hoteles
cvpp,Textiles para la industria del calzado
cvpp,Textiles plasticos
cvpp,Textiles promocionales
cvpp,Textiles publicitarios
cvpp,Textiles resistentes al fuego
cvpp,Textiles sobre medida
cvpp,Textiles tecnicos
cvpp,Textiles tejidos antibacterianos
cvpp,Textiles termicos
4tp8,Libretas
4tp8,Libretas personalizadas
4tp8,Libretas con espiral
4tp8,Libretas de direcciones
4tp8,Libretas de carton
4tp8,Libretas de material reciclado
4tp8,Libretas de recuerdos
4tp8,Libretas de notas
4tp8,Libretas de plastico
4tp8,Libretas de tarea
4tp8,Libretas ecologicas
4tp8,Libretas de aluminio
4tp8,Libretas electronicas
4tp8,Libretas esteriles de escritura de datos
4tp8,Libretas promocionales
4tp8,Libretas de taquigrafia
4tp8,Libretas espirales organizadoras con boligrafo
4tp8,Libretas esteriles para escritura de datos
4tp8,Libretas para impresion
4tp8,Libretas pautadas
4tz8,Jaboneras
4tz8,Jaboneras 2 en 1
4tz8,Jaboneras automaticas
4tz8,Jaboneras de acero inoxidable
4tz8,Jaboneras de onix
4tz8,Jaboneras de pared
4tz8,Jaboneras de pared de aluminio
4tz8,Jaboneras de pedal
4tz8,Jaboneras de plastico
4tz8,Jaboneras de plastico promocionales
4tz8,Jaboneras dobles
4tz8,Jaboneras en acero inoxidable
4tz8,Jaboneras en ceramica
4tz8,Jaboneras en metal
4tz8,Jaboneras para quirofano
4tz8,Jaboneras para semiempotrar
4tz8,Jaboneras rellenables
4tz8,Jaboneras sencillas
4tz8,Jaboneras tipo bolsa
b1jq,Boyas
b1jq,Boyas de control de nivel
b1jq,Boyas de control de nivel de liquidos
b1jq,Boyas de control de nivel de liquidos para aguas negras
b1jq,Boyas de control de nivel de liquidos para carcamos
b1jq,Boyas de limite
b1jq,Boyas de polietileno
b1jq,Boyas de señalizacion lineas electricas
b1jq,Boyas inflables
b1jq,Boyas marinas
b1jq,Boyas metalicas
b1jq,Boyas metalicas con reflejante
b1jq,Boyas metalicas federales
b1jq,Boyas metalicas lisas y con troquel
b1jq,Boyas para purga de frenos automotrices
b1jq,Boyas plasticas
b1jq,Boyas plasticas de esferas multiples
b1jq,Boyas plasticas ojos de gato
b1jq,Boyas troqueladas en lamina color amarillo
b1jq,Boyas viales
4rtt,Laminadoras
4rtt,Laminadoras automaticas para panaderia
4rtt,Laminadoras de alta capacidad
4rtt,Laminadoras de bandas
4rtt,Laminadoras de carton corrugado
4rtt,Laminadoras de credenciales
4rtt,Laminadoras de film seco para tarjetas electronicas
4rtt,Laminadoras de masa para pan
4rtt,Laminadoras de masa para pizza
4rtt,Laminadoras de mesa para pan
4rtt,Laminadoras de piso para pan
4rtt,Laminadoras de rodillos
4rtt,Laminadoras de rodillos en caliente
4rtt,Laminadoras de rodillos en frio
4rtt,Laminadoras de rodillos para puertas de garaje
4rtt,Laminadoras de rosca de dos rodillos
4rtt,Laminadoras de rosca de tres rodillos
4rtt,Laminadoras en frio
4rtt,Laminadoras isostaticas
4rtt,Laminadoras para ceramica
dz8p,Manteles
dz8p,Manteles individuales
dz8p,Manteles individuales de plastico
dz8p,Manteles institucionales
dz8p,Manteles bordados
dz8p,Manteles individuales publicitarios
dz8p,Manteles de polypap impresos
dz8p,Manteles de brujas
dz8p,Manteles de papel picado
dz8p,Manteles de papel y plastico
dz8p,Manteles navideños de tela
dz8p,Manteles de vinilo
dz8p,Manteles estampados
dz8p,Manteles de bolillo
dz8p,Manteles promocionales
dz8p,Manteles de polipropileno
dz8p,Manteles individuales 3d
dz8p,Manteles individuales para jardin
dz8p,Manteles para seminarios
dz8p,Manteles de poliester
cldx,Banderas
cldx,Banderas bordadas
cldx,Banderas de advertencia para vehiculo
cldx,Banderas de mexico
cldx,Banderas de papel
cldx,Banderas de señalamiento
cldx,Banderas deportivas
cldx,Banderas especiales
cldx,Banderas extranjeras
cldx,Banderas impresas
cldx,Banderas metalicas
cldx,Banderas monumentales
cldx,Banderas para atletismo
cldx,Banderas para campañas politicas
cldx,Banderas para carro
cldx,Banderas para exterior
cldx,Banderas para interior
cldx,Banderas publicitarias
cldx,Banderas reflejantes
cldx,Banderas sublimadas
4jrl,Pulpas
4jrl,Pulpas asepticas
4jrl,Pulpas citricas
4jrl,Pulpas concentradas
4jrl,Pulpas de carne
4jrl,Pulpas de celulosa
4jrl,Pulpas de frutas
4jrl,Pulpas de frutas congeladas
4jrl,Pulpas de frutas deshidratadas
4jrl,Pulpas de frutas en polvo
4jrl,Pulpas de tamarindo y otras frutas
4jrl,Pulpas deshidratadas
4jrl,Pulpas estabilizadas
4jrl,Pulpas organicas
4jrl,Pulpas para preparar postres
4jrl,Pulpas y pures de frutas
4418,Cacao
4418,Cacao en pasta
4418,Cacao en polvo
4418,Cacao economico
4418,Cacao fermentado
4418,Cacao en grano
4418,Cacao en molienda
4418,Cacao nibs cubiertos con yacon organico
4418,Cacao nibs de cacao criollo organico
4418,Cacao pulverizado
4418,Cacao y chocolate
4418,Cacao en torta
4418,Cacao lavado
4418,Cacao nibs de cacao blanco
4418,Cacao organico
4418,Cacao en sus diferentes presentaciones
4418,Cacao organico en polvo
4418,Cacao mexicano
4418,Cacao organico en trozos
4418,Cacao para cafe
cqxh,Yeso
cqxh,Yeso agricola
cqxh,Yeso amarrado
cqxh,Yeso artesanal
cqxh,Yeso batido
cqxh,Yeso calcinado
cqxh,Yeso cemento
cqxh,Yeso ceramico
cqxh,Yeso dental
cqxh,Yeso fino
cqxh,Yeso grado alimenticio
cqxh,Yeso hidratado
cqxh,Yeso moldeador fino
cqxh,Yeso para entablillados
cqxh,Yeso para ferulas
cqxh,Yeso para la industria alimentaria
cqxh,Yeso para matriz
cqxh,Yeso para molderia
cqxh,Yeso para prensa ram
cqxh,Yeso proyectable
cl17,Anilina
cl17,Anilina (fenilamina)
cl17,Anilina acs
cl17,Anilina amarillo concentrado
cl17,Anilina azul
cl17,"Anilina cafe chocolate, caramelo"
cl17,Anilina concentrada
cl17,Anilina naranja
cl17,Anilina negro
cl17,Anilina negro solubilizado
cl17,Anilina pura al acido
cl17,Anilina pura basica
cl17,Anilina ra
cl17,"Anilina rojo purpura, grosella fresa"
cl17,Anilina rosa
cl17,Anilina verde limon-esmeralda
cl17,Anilina violeta o morado
4zsq,Desodorantes
4zsq,Desodorantes ambientales
4zsq,Desodorantes antitranspirantes
4zsq,Desodorantes de baño
4zsq,Desodorantes de uso industrial
4zsq,Desodorantes en aerosol
4zsq,Desodorantes en barra
4zsq,Desodorantes en roll-on
4zsq,Desodorantes granulados
4zsq,Desodorantes industriales
4zsq,Desodorantes intimos
4zsq,Desodorantes liquidos
4zsq,Desodorantes naturales
4zsq,Desodorantes no microbianos
4zsq,Desodorantes para autoclave
4zsq,Desodorantes para calzado
4zsq,Desodorantes para pies
4zsq,Desodorantes para pisos
4zsq,Desodorantes para textiles
4zsq,Desodorantes y lociones
b8yz,Ejes
b8yz,Ejes para remolques
b8yz,Ejes para camiones pesados y remolques
b8yz,Ejes para camiones pesados
b8yz,Ejes de suspension
b8yz,Ejes embalados para espigas exteriores
b8yz,Ejes flexibles para maquinas
b8yz,Ejes con husillo
b8yz,Ejes de correa dentada
b8yz,Ejes de levas
b8yz,Ejes embalados para espigas interiores
b8yz,Ejes en voladizo
b8yz,"Ejes embalados para espigas, para rectificar interiores"
b8yz,Ejes piñon
b8yz,Ejes y partes de extrusoras
b8yz,Ejes de traccion ligeros y pesados
b8yz,Ejes de transmision
b8yz,Ejes funcionales giratorios para cocinas
b8yz,Ejes lineales
b8yz,Ejes embalados para espigas
mny1,Licor
mny1,Licor acetato amonio
mny1,Licor de agave
mny1,Licor de cacao
mny1,Licor de cafe
mny1,Licor de hierbas
mny1,Licor de mezcal
mny1,Licor de mezcal sabor maracuya
mny1,Licor subacetato de plomo
31gm,Colchonetas
31gm,Colchonetas absorbentes
31gm,Colchonetas aislantes
31gm,Colchonetas armadas
31gm,Colchonetas basicas para niños
31gm,Colchonetas de fibra ceramica
31gm,Colchonetas de fibra de vidrio
31gm,Colchonetas de hule espuma
31gm,Colchonetas de lana mineral
31gm,Colchonetas filtrantes / pads
31gm,Colchonetas infantiles
31gm,Colchonetas mudanceras
31gm,Colchonetas para carro camilla
31gm,Colchonetas para entrenamiento de judo
31gm,Colchonetas para fisioterapia
31gm,Colchonetas para gimnasio
31gm,Colchonetas para guarderia
31gm,Colchonetas para mecanoterapia
31gm,Colchonetas para tapas de tambor
31gm,Colchonetas plegadizas para niños
430q,Jaulas
430q,Jaulas de acero inoxidable
430q,Jaulas de ardilla
430q,Jaulas de faraday
430q,Jaulas de lanzamiento para atletismo
430q,Jaulas de madera
430q,Jaulas de polietileno para manejo y transporte de aves
430q,Jaulas embaladas
430q,Jaulas ganaderas
430q,Jaulas graneleras
430q,Jaulas para animales de laboratorio
430q,Jaulas para gestacion de cerdos
430q,Jaulas para maternidad de cerdos
430q,Jaulas para perros
430q,Jaulas para plantas
430q,Jaulas para rodamiento
430q,Jaulas para roedores
430q,Jaulas para transporte de animales
430q,Jaulas polleras
430q,Jaulas tipo burbuja
4dhn,Polioles
4dhn,Polioles acrilicos
4dhn,Polioles base agua
4dhn,Polioles case
4dhn,Polioles elastomericos
4dhn,Polioles flexibles
4dhn,Polioles graft
4dhn,Polioles industriales
4dhn,Polioles para espuma de poliuretano
4dhn,Polioles para espuma flexible
4dhn,Polioles para espuma rigida
4dhn,Polioles para poliuretanos
4dhn,Polioles para uretanos
4dhn,Polioles poliester
4dhn,Polioles poliester base sucrosa
4dhn,Polioles poliester para barniz
4dhn,Polioles poliester para espuma rigida y flexible
4dhn,Polioles polieter
4dhn,Polioles rigidos
4dhn,Polioles tensoactivos
gmft,Acoples
gmft,Acoples de mangueras
gmft,Acoples elasticos
gmft,Acoples flexibles
gmft,Acoples hidraulicos
gmft,Acoples magneticos
gmft,Acoples magneticos permanentes
gmft,Acoples para aviacion
gmft,Acoples para gas
gmft,Acoples para sistemas de vacio y presion
gmft,Acoples para tuberias de hdpe
gmft,Acoples rapidos
gmft,Acoples rigidos
gmft,Acoples tipo y abrazadera
4ywb,Fuelles
4ywb,Fuelles circulares
4ywb,Fuelles con formas especiales
4ywb,"Fuelles con hojas de acero inoxidable, lamellas"
4ywb,Fuelles cuadrados
4ywb,Fuelles de corrugacion ancha y alta
4ywb,Fuelles de elastomeros
4ywb,Fuelles de neopreno neumaticos
4ywb,Fuelles de plastico para densimetro digital
4ywb,Fuelles metalicos
4ywb,Fuelles neumaticos
4ywb,Fuelles para control de nivel
4ywb,Fuelles para intercambiadores de calor
4ywb,Fuelles para proteccion de maquinaria
4ywb,Fuelles para respiradores
4ywb,Fuelles para telescopios
4ywb,Fuelles para valvulas
4ywb,Fuelles rotativos de cartucho sencillo
4ywb,Fuelles soldados metalicos
mmyq,Fluorita
mmyq,Fluorita (fluoruro de calcio)
mmyq,Fluorita en polvo y piedra
mmyq,Fluorita grado acido
mmyq,Fluorita grado alimenticio
mmyq,Fluorita grado ceramico
mmyq,Fluorita grado cosmetico
mmyq,Fluorita grado farmaceutico
mmyq,Fluorita grado metalurgico
mmyq,Fluorita grado textil
mmyq,Fluorita grado veterinario
mmyq,Fluorita para abrasivos
mmyq,Fluorita para cobre
mmyq,Fluorita para fundicion de hierro
mmyq,Fluorita para oro
mmyq,Fluorita para pinturas
mmyq,Fluorita para pirotecnia
mmyq,Fluorita para plata
mmyq,Fluorita para recuperacion de oro
mmyq,Fluorita para vidrio
33yp,Radares
33yp,Radares bidireccionales
33yp,Radares bidireccionales de mano
33yp,Radares con panel solar
33yp,Radares de estadistica
33yp,Radares de mano
33yp,Radares de trafico
33yp,Radares de velocidad
33yp,Radares de velocidad fijos
33yp,Radares de velocidad para estacionamientos
33yp,Radares de velocidad para fraccionamientos
33yp,Radares de velocidad portatiles
